Assembling California,John McPhee,Science,1994
Satan in Goray,Isaac Bashevis Singer,Fiction,1996
The Stories (So Far) of Deborah Eisenberg,Deborah Eisenberg,Fiction,1997
The Lost Lunar Baedeker,Mina Loy,Poetry,1997
The Spirit Level,Seamus Heaney,Poetry,1997
The Artist of the Missing,Paul LaFarge,Fiction,1999
The Magic Barrel,Bernard Malamud,Fiction,2003
The Eclogues of Virgil,Virgil,Poetry,2000
The Oresteia of Aeschylus,Aeschylus;Ted Hughes,Drama,2000
The Brothers Karamazov,Fyodor Dostoevsky,Fiction,2002
"Get Out of My Life, But First Could You Drive Me & Cheryl to the Mall",Anthony E. Wolf,Family & Relationships,2002
Selected Verse,Federico García Lorca;Christopher Maurer;Catherine Brown,Poetry,2004
Crescent and Star,Stephen Kinzer,History,2002
Memoirs of Hadrian,Marguerite Yourcenar;Grace Frick,Fiction,2005
The Fixer,Bernard Malamud,Fiction,2004
The Poetry of Pablo Neruda,Pablo Neruda;Ilan Stavans,Poetry,2005
Play It As It Lays,Joan Didion,Fiction,2005
Gimpel the Fool,Isaac Bashevis Singer,Fiction,1957
Martin and John,Dale Peck,Fiction,2006
Georgics (Zongo Classics),Virgil,Poetry,2017
Palm-of-the-Hand Stories,Yasunari Kawabata;Lane Dunlop;J. Martin Holman,Fiction,2006
Sophie's World,Jostein Gaarder,Fiction,2007
The complete stories,Flannery O'Connor,Short stories,1971
Molloy,Samuel Beckett,Fiction,1997
The Border Trilogy,Cormac McCarthy,Fiction,1999
Ralph Ellison,Arnold Rampersad,Biography & Autobiography,2007
Collected Shorter Fiction,graf Leo Tolstoy;Louise Maude,Fiction,2001
Palace Walk,Najīb Mahfūz;Ṣabrī Ḥāfiẓ,,2019
Essays,George Orwell,Literary Collections,2002
On Late Style,Edward W. Saïd,Literary Criticism,2006
The Good Husband of Zebra Drive,Alexander McCall Smith,Botswana,2007
Blue Shoes and Happiness,Alexander McCall Smith,Botswana,2006
Black Hole,Charles Burns,Comics & Graphic Novels,2005
The Heart of a Woman,Maya Angelou,Biography & Autobiography,1997
Cliffs of Despair,Tom Hunt,Psychology,2006
In Cold Blood,Truman Capote,True Crime,1966
Shakespeare's Kitchen,Francine Segan,Cooking,2003
As She Climbed Across the Table,Jonathan Lethem,Fiction,1998
Evening,Susan Minot,Fiction,1999
The Executioner's Song,Norman Mailer,Fiction,1998
Virginia Woolf,Hermione Lee,Biography & Autobiography,1999
Night Falls Fast,Kay Redfield Jamison,,2011
Geisha,Jodi Cobb;Ian Buruma,Photography,1998
The Amen Corner,James Baldwin,Drama,1998
Tell Me how Long the Train's Been Gone,James Baldwin,Fiction,1998
The Moviegoer,Walker Percy,Fiction,1998
The World and Other Places,Jeanette Winterson,Fiction,2000
Melville,Andrew Delbanco,Biography & Autobiography,2006
A Virtuous Woman,Kaye Gibbons,Fiction,1997
Maximum City,Suketu Mehta,Social Science,2005
Glamorama,Bret Easton Ellis,Fiction,2000
White Teeth,Zadie Smith,FICTION,2000
The Autograph Man,Zadie Smith,Fiction,2003
Awakenings,Oliver W. Sacks,Medical,1999
Sons of Mississippi,Paul Hendrickson,Biography & Autobiography,2004
For the relief of unbearable urges,Nathan Englander,Fiction,2000
"Breath, Eyes, Memory",Edwidge Danticat,Fiction,1998
Founding Brothers,Joseph J. Ellis,Biography & Autobiography,2002
The Tiny One,Eliza Minot,Fiction,2000
Crucible of War,Fred Anderson,History,2000
No Country for Old Men,Cormac McCarthy,Fiction,2006
I Married a Communist,Philip Roth,Fiction,1999
Lives of Girls and Women,Alice Munro,Fiction,2001
The Working Poor,David K. Shipler,Social Science,2005
Masters of Death,Richard Rhodes,History,2003
American Chronicle,Gore Vidal,Vice-Presidents,2000
De Kooning,Mark Stevens;Annalyn Swan,Biography & Autobiography,2006
Geek Love,Katherine Dunn,Fiction,2002
John James Audubon,Richard Rhodes,Art,2006
Mediterranean Winter,Robert D. Kaplan,Travel,2005
Manufacturing Consent,Edward S. Herman;Noam Chomsky,Political Science,2002
Mythology,Alex Ross,Art,2005
Peanuts,Charles M. Schulz,Art,2003
"Good-bye, Chunky Rice",Craig Thompson,Comics & Graphic Novels,2006
The Adolescent,Fyodor Dostoyevsky,Fiction,2004
The Double and the Gambler,Fyodor Mikhailovich Dostoevsky;Fyodor Dostoyevsky,Fiction,2007
Anil's Ghost,Michael Ondaatje,Fiction,2001
The Stories of John Cheever,John Cheever,United States,1978
Ghostwritten,David Mitchell,Fiction,2001
Theatre,William Somerset Maugham,Fiction,2001
The bridegroom,Ha Jin,Fiction,2001
Stranger in the Forest,Eric Hansen,Travel,2000
Elect Mr. Robinson for a Better World,Donald Antrim,Fiction,1993
Staff Training in Mental Handicap,James Hogg;Peter J. Mittler,Intellectual disability facilities,1987
Shroud,John Banville,Fiction,2004
Acts of Faith,Philip Caputo,Fiction,2006
Double Fold,Nicholson Baker,Language Arts & Disciplines,2002
The Box Man,Kōbō Abe,Fiction,2001
The Ruined Map,Kōbō Abe,Fiction,2001
The Face of Another,Kobo Abe;Kōbō Abe,Fiction,2003
A Coffin for Dimitrios,Eric Ambler,Fiction,2001
Journey Into Fear,Eric Ambler,Fiction,2002
The Light of Day,Eric Ambler,Fiction,2004
Julian,Gore Vidal,Fiction,2003
The Dive from Clausen's Pier,Ann Packer,Fiction,2003
Lunar Park,Bret Easton Ellis,Fiction,2006
"Salonica, City of Ghosts",Mark Mazower,History,2006
World Light,Halldór Laxness,Fiction,2002
Paradise Reclaimed,Halldor Kiljan Laxness,Fiction,2002
The Picture of Dorian Gray,Oscar Wilde,Fiction,1998
In Search of Lost Time: Time regained & A guide to Proust,Marcel Proust,France,1998
In Search of Lost Time Volume III The Guermantes Way,Marcel Proust,Fiction,1998
Iceland,David Roberts;Jon Krakauer,Travel,1998
Sodom and Gomorrah,Marcel Proust,Fiction,1992
Sailing Alone Around the Room,Billy Collins,Poetry,2001
Nine Horses,Billy Collins,Poetry,2003
The Trouble With Poetry,Billy Collins,Poetry,2007
Pipe Dream,Solomon Jones,Fiction,2001
Great Expectations,Charles Dickens,Fiction,2001
The Return of the Native,Thomas Hardy,Fiction,1994
Ethan Frome & Summer,Edith Wharton,Fiction,2001
The Basic Works of Aristotle,Aristotle,Philosophy,2001
Paris to the Moon,Adam Gopnik,Biography & Autobiography,2001
Comfort Me With Apples,Ruth Reichl,Biography & Autobiography,2002
Little Dorrit,Charles Dickens,Fiction,2002
Crossing to Safety,Wallace Stegner,Fiction,2002
The Waste Land and Other Writings,Thomas Stearns Eliot,Poetry,2002
The Lost Painting,Jonathan Harr,Art,2006
Daniel Deronda,George Eliot,Fiction,1876
The Botany of Desire,Michael Pollan,Gardening,2001
Paris 1919,Margaret MacMillan,History,2002
War and Peace,graf Leo Tolstoy,Fiction,2002
Savage Beauty,Nancy Milford,Biography & Autobiography,2002
The Survivor,John F. Harris,History,2006
The Truth About The Drug Companies,Marcia Angell,Medical,2005
Flap Your Wings,,Juvenile Fiction,2000
The Phantom Tollbooth,Norton Juster,Fantasy fiction,2000
Jurassic Park Institute Dinosaur Field Guide,Thomas R. Holtz;M. K. Brett-Surman,Juvenile Nonfiction,2001
The School Skeleton,Ron Roy,Juvenile Fiction,2003
"Love, Stargirl",Jerry Spinelli,Juvenile Fiction,2007
Terrier,Tamora Pierce,Juvenile Fiction,2006
Big Dog ... Little Dog,,Juvenile Fiction,2003
"Junie B., First Grader",Barbara Park,Juvenile Fiction,2003
Ancient Greece and the Olympics,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2004
Moose Master,George Edward Stanley,Juvenile Fiction,2004
Code Word Kangaroo,George Edward Stanley,Juvenile Fiction,2004
The Easter Rabbit's Parade,Lois Lenski,Juvenile Fiction,2004
The People of Sparks,Jeanne DuPrau,Juvenile Fiction,2005
Young Warriors,Tamora Pierce;Josepha Sherman,Juvenile Fiction,2005
Ancient Rome and Pompeii,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2006
Tsunamis and Other Natural Disasters,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2007
Nick and Norah's Infinite Playlist,Rachel Cohn;David Levithan,Juvenile Fiction,2006
Toys Go Out,Emily Jenkins,Juvenile Fiction,2006
The Realm of Possibility,David Levithan,Juvenile Fiction,2006
Mayflower Treasure Hunt,Ron Roy,Juvenile Fiction,2007
Are We There Yet?,David Levithan,Juvenile Fiction,2007
Naomi and Ely's No Kiss List,Rachel Cohn;David Levithan,Juvenile Fiction,2007
The Amber Spyglass,Philip Pullman,Juvenile Fiction,2007
Ox,Piers Anthony,Fiction,1976
Laura,Donald Zochert,Biography & Autobiography,1977
Chaining the Lady,Piers Anthony,Fiction,1978
A twist of Lennon,Cynthia Lennon,Biography & Autobiography,1980
Bethany's Sin,Robert R. McCammon,,1984
Boy Who Turned Into a TV Set,Stephen Manes,Juvenile Fiction,1983
100 Great Fantasy Short Short Stories,Isaac Asimov;Terry Carr,Fiction,1985
Stephen Hawking's Universe,John Boslough,Biography & Autobiography,1989
The Grass Crown,Colleen McCullough,Fiction,1992
Caesar's Women,Colleen McCullough,Fiction,1997
Tim,Colleen McCullough,Fiction,1990
Neither Here Nor There:,Bill Bryson,Travel,1993
Made in America,Bill Bryson,Language Arts & Disciplines,1996
The Mother Tongue,Bill Bryson,Language Arts & Disciplines,1991
Lucie Babbidge's House,Sylvia Cassedy,Juvenile Fiction,1993
Wrinkles in Time,George Smoot;Keay Davidson,Science,1994
Shadow of a Dark Queen,Raymond E. Feist,Fiction,1995
The Death of an Irish Sea Wolf,Bartholomew Gill,Fiction,1997
Notes from a Small Island,Bill Bryson,Travel,1997
Prayers for Rain,Dennis Lehane,Fiction,2000
Devil May Care,Elizabeth Peters,Fiction,1977
Street of the Five Moons,Elizabeth Peters,Fiction,2000
Summer of the Dragon,Elizabeth Peters,Fiction,2001
Wayside School Is Falling Down (rack),Louis Sachar,Juvenile Fiction,1998
Shutter Island,Dennis Lehane,Fiction,2004
The Deeds of the Disturber,Elizabeth Peters,Fiction,2000
Killing Time,Cynthia Harrod-Eagles,Fiction,1998
Anne Frank,Johanna Hurwitz,Juvenile Nonfiction,1999
Silver Nights,Jane Feather,Fiction,2001
Xanth 15: The Color of Her Panties,Piers Anthony;Piers A. Jacob,Fiction,1992
Firefly,Piers Anthony,Fiction,1992
Only Mine,Elizabeth Lowell,Fiction,1992
Neon Lit:city of Glass,Bob Callahan,Fiction,1994
To Love a Dark Lord,Anne Stuart,Fiction,1994
Runaway Bride,Deborah Gordon,Fiction,1994
The Night Remembers,Kathleen Eagle,Fiction,1998
Smoke and Mirrors,Neil Gaiman,Fiction,2005
Shards of a Broken Crown,Raymond E. Feist,Fiction,1999
Sins of a Shaker Summer,Deborah Woodworth,Fiction,1999
Regarding the Fountain,Kate Klise,Juvenile Fiction,1999
What Looks Like Crazy On an Ordinary Day,Pearl Cleage,Fiction,1998
Exile's Return,Raymond E. Feist,Fiction,2006
The Great Book of Amber,Roger Zelazny,Fiction,1999
The Wolves in the Walls,Neil Gaiman,Juvenile Fiction,2005
Lamb,Christopher Moore,Fiction,2003
The Body in the Lighthouse,Katherine Hall Page,Fiction,2004
The Nightingale's Song,Kathleen Eschenburg,Fiction,2001
In the Beginning...was the Command Line,Neal Stephenson,Computers,1999
Olympos,Dan Simmons,Fiction,2006
The Marriage Lesson,Victoria Alexander,Fiction,2001
First Comes Love,Christie Ridgway,Fiction,2002
Red Message,Peter Abrahams,,1986
Love Poems and Sonnets of William Shakespeare,William Shakespeare,Drama,1991
The Complete Poetry of John Milton,"John Milton (Dichter, Grossbritannien)",,1971
Your Child's Self-esteem,Dorothy Corkille Briggs,Family & Relationships,1975
Complete Stories and Poems of Edgar Allan Poe,Edgar Allan Poe,Fiction,1966
Maccabbees,,Bible,1976
A Man of the People,Chinua Achebe,Fiction,1966
Saint Thomas of Aquinas,Gilbert Keith Chesterton,Religion,1956
The Birth of Tragedy and The Genealogy of Morals,Friedrich Wilhelm Nietzsche,Philosophy,1956
Plagues and peoples,William Hardy McNeill,History,1998
Night Shift,Stephen King,Fiction,1978
The Complete Fairy Tales and Stories,"Andersen, H. C. (Hans Christian)",Fiction,1983
The King's buccaneer,Raymond E. Feist,Fiction,1992
Trials of Tears,John Ehle,History,1989
Lost in the Funhouse,John Barth,Fiction,1988
The Beginning and the End,Naguib Mahfouz;Najīb Maḥfūẓ,Fiction,1989
Children of the Alley,Najīb Maḥfūẓ,Fiction,1996
The Book of Ruth,Jane Hamilton,Fiction,1990
Dragonfly in Amber,Diana Gabaldon,Fiction,1992
Rain of Gold,Victor Villaseñor,Biography & Autobiography,1992
The Last Lion,William Manchester,Biography & Autobiography,1984
Shakespeare A to Z,Charles Boyce;David Allen White,Drama,1991
The Sixteen Pleasures,Robert Hellenga,Fiction,1995
A Day in the Life,Mark Hertsgaard,Music,1996
Running from Safety,Richard Bach,Biography & Autobiography,1995
Follow Your Heart,Susanna Tamaro,Fiction,1995
There's No Such Place as Far Away,Richard Bach,Fiction,1998
Brian's Winter,Gary Paulsen,Juvenile Fiction,1996
The Outlandish Companion,Diana Gabaldon,Literary Criticism,1999
Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder;Stephen W. Hines;Richard Hull,American poetry,1998
Black and Blue,Anna Quindlen,Fiction,2000
"God Bless You, Mr. Rosewater",Kurt Vonnegut,Fiction,1998
Welcome to the Monkey House,Kurt Vonnegut,Fiction,1968
Bluebeard,Kurt Vonnegut,Fiction,1998
King Rat,James Clavell,Fiction,1999
Player Piano,Kurt Vonnegut,Fiction,1999
"Wampeters, Foma & Granfalloons (opinions)",Kurt Vonnegut,Fiction,2006
Galapagos: A Novel,Kurt Vonnegut,Fiction,1999
Jailbird,Kurt Vonnegut,Fiction,1999
Deadeye Dick,Kurt Vonnegut,Fiction,1999
Slapstick,Kurt Vonnegut,Fiction,1999
Palm Sunday,Kurt Vonnegut,Biography & Autobiography,1999
The Naked Ape,Desmond Morris,Science,1999
Aches & Pains,Maeve Binchy,Humor,2000
The Midwife's Tale,Gretchen Moran Laskas,Fiction,2004
Kissing in Manhattan,David Schickler,Fiction,2002
Dragonfly in Amber,Diana Gabaldon,Fiction,2001
Voyager,Diana Gabaldon,Fiction,2001
Intuition,Allegra Goodman,Fiction,2007
The Cloud Atlas,Liam Callanan,Fiction,2004
Coming of Age in Mississippi,Anne Moody,Biography & Autobiography,1968
A Painted House,John Grisham,Fiction,2004
Lucifer's Shadow,David Hewson,Fiction,2005
The Client,John Grisham,Fiction,2005
The Street Lawyer,John Grisham,Fiction,2005
The Summons,John Grisham,Fiction,2005
The Rainmaker,John Grisham,Fiction,2005
The King of Torts,John Grisham,Fiction,2005
The Chamber,John Grisham,Fiction,2005
The Brethren,John Grisham,Fiction,2005
The Runaway Jury,John Grisham,Fiction,2006
The Pelican Brief,John Grisham,Fiction,2006
A Breath of Snow and Ashes,Diana Gabaldon,Fiction,2006
The Golden Tulip,Rosalind Laker,Fiction,1991
The Art of Alfred Hitchcock,"Donald Spoto;Donald Spoto, M.A., Ph.D.",Performing Arts,1992
How the Irish Saved Civilization,Thomas Cahill,History,1996
The Power of Myth,Joseph Campbell,Philosophy,1991
The Art of the Personal Essay,Phillip Lopate,Literary Collections,1995
On the Origins of War and the Preservation of Peace,Donald Kagan,History,1996
Texas! Trilogy,Sandra Brown,Fiction,1992
History of Philosophy,Frederick Charles Copleston,Philosophy,1993
Obasan,Joy Kogawa,Fiction,1994
A history of philosophy,Frederick Charles Copleston,Philosophy,1965
History of Philosophy,Frederick Charles Copleston,Philosophy,1994
Like Water for Chocolate,Laura Esquivel,Fiction,1994
Youth in Revolt,C. D. Payne,Fiction,1996
Marie Antoinette,Antonia Fraser,Biography & Autobiography,2001
Sister of My Heart,Chitra Banerjee Divakaruni,Fiction,2000
What are the 7 Wonders of the World?,Peter D'Epiro;Mary Desmond Pinkowish,Reference,1998
The Handmaid's Tale,Margaret Atwood,Fiction,1998
The Robber Bride,Margaret Atwood,Fiction,1998
Surfacing,Margaret Atwood,Fiction,1998
Lady Oracle,Margaret Atwood,Fiction,1998
The Girl in the Flammable Skirt,Aimee Bender,Fiction,1999
An Invisible Sign of My Own,Aimee Bender,Fiction,2001
Fermat's Enigma,Simon Singh,Mathematics,1997
Into Thin Air,Jon Krakauer,Biography & Autobiography,1999
The Mating Mind,Geoffrey Miller,Psychology,2000
The Hot Zone,Richard Preston,Health & Fitness,1994
The Code Book,Simon Singh,History,2000
Sailing the Wine-Dark Sea,Thomas Cahill,History,2004
Traveling Mercies,Anne Lamott,Biography & Autobiography,2000
Thumbsucker,Walter Kirn,Fiction,1999
Waterfront,Phillip Lopate,Literary Collections,2005
D. B.,Elwood Reid,Fiction,2005
Moral Disorder,Margaret Atwood,Fiction,2006
Atonement,,Fiction,2001
The Da Vinci Code,Dan Brown,Fiction,2003
The Diary of Anne Frank,Anne Frank,History,2003
House of Leaves,Mark Z. Danielewski,Experimental fiction,2000
Walk about,Bill Bryson,Travel,2002
The French Kitchen,Joanne Harris;Fran Warde,"Cooking, French",2003
Where's My Cow?,Terry Pratchett,Children's stories,2005
A Map of the World,Jane Hamilton,Fiction,1995
Willful Creatures,Aimee Bender,Fiction,2006
The Complete Fiction of Nella Larsen,Nella Larsen,Fiction,2001
Good Faith,Jane Smiley,Fiction,2004
Oryx and Crake,Margaret Atwood,Fiction,2004
Atonement,Ian McEwan,Fiction,2003
The Age of Grief,Jane Smiley,Fiction,2002
Man Walks Into a Room,Nicole Krauss,Fiction,2003
In the Beginning,Alister E. McGrath,Religion,2002
Ella Minnow Pea,Mark Dunn,Fiction,2001
Forever in Blue,Ann Brashares,Juvenile Fiction,2007
The Second Summer of the Sisterhood,Ann Brashares,Juvenile Fiction,2004
Frogs and French Kisses,Sarah Mlynowski,Juvenile Fiction,2006
Bras & Broomsticks,Sarah Mlynowski,Juvenile Fiction,2005
Cuba 15,Nancy Osa,Juvenile Fiction,2005
Messenger,Lois Lowry,Juvenile Fiction,2004
The Giver,Lois Lowry,Juvenile Fiction,2006
Gathering Blue,Lois Lowry,Juvenile Fiction,2006
Code Orange,Caroline B. Cooney,Juvenile Fiction,2005
King Dork,Frank Portman,Juvenile Fiction,2006
Anatomy of a Boyfriend,Daria Snadowsky,Juvenile Fiction,2007
Spells and Sleeping Bags,Sarah Mlynowski,Juvenile Fiction,2007
BFF,Judy Blume,Juvenile Fiction,2007
Leaps of Faith,Nicholas Humphrey,Medical,1999
Three Greek Plays,,Drama,1958
The Echo of Greece,Edith Hamilton,History,1957
What Einstein Told His Cook,Robert L. Wolke;Marlene Parrish,Cooking,2002
The Annotated Huckleberry Finn,Mark Twain,Fiction,2001
The Confident Child,T. E. Apter,Family & Relationships,1997
The Complete Plays,Anton Pavlovich Chekhov,Drama,2006
Will in the World,Stephen Greenblatt;Stephen Jay Greenblatt,Biography & Autobiography,2004
The Annotated Christmas Carol,Charles Dickens,Fiction,2004
Trainspotting,Irvine Welsh,Fiction,2002
Redemption,Steven G. Kellman,Biography & Autobiography,2005
The Novels,"Arthur Conan Doyle (Schriftsteller, Grossbritannien)","Detective and mystery stories, English",2005
"Power, Faith, and Fantasy",Michael B. Oren,History,2007
Six Frigates,Ian W. Toll,History,2006
In Search of Memory,Eric R. Kandel,Science,2006
The New Annotated Sherlock Holmes,Arthur Conan Doyle,"Detective and mystery stories, English",2005
The Annotated Uncle Tom's Cabin,Harriet Beecher Stowe;Professor Harriet Beecher Stowe,Fiction,2007
Civilization and Its Discontents,Sigmund Freud,History,2005
The 9/11 Commission Report,National Commission on Terrorist Attacks upon the United States,History,2004
Coach,Michael M. Lewis,Biography & Autobiography,2005
Will Eisner's New York,Will Eisner,Comics & Graphic Novels,2006
IWoz,Steve Wozniak;Gina Smith,Biography & Autobiography,2006
The Making of the Fittest,Sean B. Carroll,Science,2006
The Richness of Life,Stephen Jay Gould,Science,2007
Anton Chekhov's Short Stories,Anton Pavlovich Chekhov;Ralph E. Matlaw,Fiction,1979
Middlemarch,George Eliot,,1966
"Three Plays of Euripides: Alcestis, Medea, The Bacchae",Euripides,Drama,1974
Red and Black,Henri Beyle;Stendhal;Robert Merrihew Adams,Fiction,1969
Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,Fiction,1990
The Panda's Thumb,Stephen Jay Gould,Science,1992
The Book of Embraces,Eduardo Galeano;Cedric Belfrage,Fiction,1992
Maurice,Edward Morgan Forster,Fiction,1993
Hen's Teeth and Horse's Toes,Stephen Jay Gould,Nature,1994
Eight Little Piggies,Stephen Jay Gould,Nature,1994
Black Holes and Time Warps,Kip Thorne;Kip S. Thorne;Stephen Hawking,Science,1994
Girl with Curious Hair,David Foster Wallace,Fiction,1989
The Wanting Seed,Anthony Burgess,Fiction,1963
Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,Law,1996
Marabou Stork Nightmares,Irvine Welsh,Fiction,1997
The Doctor Is Sick,Anthony Burgess,Fiction,1997
"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,Biography & Autobiography,1985
Reinventing the Enemy's Language,Joy Harjo;Gloria Bird,Fiction,1998
The Hemingway Women,Bernice Kert,Biography & Autobiography,1999
Filth,Irvine Welsh,Fiction,1998
Hemingway,Michael S. Reynolds,Biography & Autobiography,1999
On Becoming a Novelist,John Gardner,Language Arts & Disciplines,1999
"""What Do You Care what Other People Think?""",Richard Phillips Feynman;Ralph Leighton,BIOGRAPHY & AUTOBIOGRAPHY,2001
Blue at the Mizzen (Vol. Book 20) (Aubrey/Maturin Novels),Patrick O'Brian,Fiction,2000
Police Brutality,Jill Nelson,Social Science,2001
Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,Literary Criticism,2001
Strangers on a Train,Patricia Highsmith,Fiction,2001
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,Biography & Autobiography,2001
The Feminine Mystique,Betty Friedan,Social Science,2001
The Bush Dyslexicon,Mark Crispin Miller,Biography & Autobiography,2002
Next: The Future Just Happened,Michael Lewis,Business & Economics,2002
The Sisters: The Saga of the Mitford Family,Mary S. Lovell,Biography & Autobiography,2003
Fanny,Erica Jong,Fiction,2003
The Future of Spacetime,Stephen W. Hawking;Kip S. Thorne;Igor D. Novikov;Timothy Ferris;Alan Lightman,Science,2003
Moneyball: The Art of Winning an Unfair Game,Michael Lewis,Business & Economics,2003
Naked Economics: Undressing the Dismal Science,Charles Wheelan,Business & Economics,2003
The Bacchae of Euripides,Wole Soyinka,Drama,1974
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States (Authorized Edition),National Commission on Terrorist Attacks;National Commission on Terrorist Attacks upon the United States;United States. National Commission on Terrorist Attacks upon the United States;Govt. Commission Usa;Stany Zjednoczone. National Commission on Terrorist Attacks upon the United States;NORTON & CO.;Stati Uniti d' America. National commission on terrorist attacks upon the United States;USA National Commission on Terrorist Attacks Upon the United States,History,2004
Korea's Place in the Sun: A Modern History (Updated),Bruce Cumings,History,2005
Country of Origin: A Novel,Don Lee,Fiction,2005
Fight Club: A Novel,Chuck Palahniuk,Fiction,2005
"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,Philosophy,2005
The History of Love: A Novel,Nicole Krauss,Fiction,2006
Spook: Science Tackles the Afterlife,Mary Roach,Language Arts & Disciplines,2006
Identity and Violence: The Illusion of Destiny (Issues of Our Time),Amartya Sen,Philosophy,2007
Another Bullshit Night in Suck City: A Memoir,Nick Flynn,Biography & Autobiography,2005
The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,Health & Fitness,2000
Living on the Razor's Edge,Matthew D. Selekman,Psychology,2002
Paradise Lost,John Milton,Literary Criticism,2005
Anton Chekhov's Selected Plays,Anton Pavlovich Chekhov,Drama,2005
Keats's Poetry and Prose,John Keats,Poetry,2009
A History of Modern Europe,John M. Merriman,History,2004
The Norton Anthology of Western Literature: Beginnings through the Renaissance,Sarah N. Lawall,Literary Criticism,2005
The Norton Anthology of Short Fiction,Ronald Verlin Cassill;Richard Bausch,Fiction,2006
The Norton Anthology of English Literature,Stephen Greenblatt,Literary Collections,2006
Born in Blood and Fire,John Charles Chasteen,History,2006
The Norton Anthology of Literature by Women,Sandra M. Gilbert;Susan Gubar,Literary Criticism,2007
The Scarlet Letter,Nathaniel Hawthorne;Seymour Lee Gross,Adultery,1988
The Turn of the Screw,Henry James;Deborah Esch;Jonathan Warren,Fiction,1999
"Walden ; And, Resistance to Civil Government",Henry David Thoreau,Literary Collections,1992
The Awakening,Kate Chopin;Margo Culley,Fiction,1994
Paradise Lost,John Milton;Scott Elledge,Bible,1993
"The Foundations of Early Modern Europe, 1460-1559",Eugene F. Rice;Anthony Grafton,History,1994
Robinson Crusoe,Daniel Defoe;Michael Shinagel,Fiction,1994
Frankenstein,Mary Wollstonecraft Shelley;J. Paul Hunter,Fiction,1996
Dracula,Bram Stoker,Fiction,1997
The Norton Anthology of Theory and Criticism,Vincent B. Leitch,Literary Criticism,2001
Sense and Sensibility,Jane Austen,Fiction,2002
George Bernard Shaw's Plays,Bernard Shaw,Drama,2002
Death and the King's Horseman,Wole Soyinka;Simon Gikandi,Drama,2003
The Tempest,William Shakespeare;Peter Hulme;William Howard Sherman,Drama,2004
Wuthering Heights,Emily Bronte;Emily Brontë,Fiction,2003
Passing,Nella Larsen;Carla Kaplan,Fiction,2007
1 Henry IV,William Shakespeare,Drama,2003
The Scarlet Letter And Other Writings,Nathaniel Hawthorne,Fiction,2005
A Tear and a Smile,Kahlil Gibran,Philosophy,1950
The Castle in the Forest,Norman Mailer,Fiction,2007
Maus,Art Spiegelman,Children of Holocaust survivors,1991
Race of Scorpions,Dorothy Dunnett,Fiction,1990
Essentials of Classic Italian Cooking,Marcella Hazan,Cooking,1992
"Bernard Shaw's Saint Joan, Major Barbara, Androcles and the Lion",Bernard Shaw,Drama,1979
Ulysses,James Joyce,,1958
Hawthorne's Short Stories,Nathaniel Hawthorne,Fiction,1946
"Three Famous Short Novels: short novels, Spotted Horses, Old Man, The Bear",William Faulkner,American fiction,1963
The Will to Power,Friedrich Wilhelm Nietzsche;Walter Arnold Kaufmann;R. J. Hollingdale,Philosophy,1968
The Occult,Colin Wilson,"Body, Mind & Spirit",1973
The Dot and the Line,Norton Juster,Humor,1991
The Tale of Genji,Murasaki Shikibu,,1977
The Ravishing of Lol Stein,Marguerite Duras,Fiction,1986
Common Ground,J. Anthony Lukas,Education,1986
"The Civil War, a Narrative: Fort Sumter to Perryville",Shelby Foote,History,1986
"The Civil War, a Narrative",Shelby Foote,United States,1986
The history of sexuality,Michel Foucault,Philosophy,1988
The Wall,John Hersey,Fiction,1988
The Simple Art of Murder,Raymond Chandler,Fiction,1950
The Long Goodbye,Raymond Chandler,Fiction,1992
The High Window,Raymond Chandler,Fiction,1988
"Farewell, My Lovely",Raymond Chandler,Fiction,1992
The Big Sleep,Raymond Chandler,Fiction,1992
Oscar Wilde,Richard Ellmann,Biography & Autobiography,1988
Green Eggs and Ham,Theodor Seuss Geisel;Dr. Seuss,Juvenile Fiction,1960
Snow,Roy McKié;Philip D. Eastman,Juvenile Nonfiction,1962
Happy Birthday to You!,Dr. Seuss,Juvenile Fiction,1959
McElligot's Pool,,Juvenile Fiction,1974
Dr. Seuss's Sleep Book,,Juvenile Fiction,1962
The Phantom Tollbooth,Norton Juster,Juvenile Fiction,1996
Juniper,Monica Furlong,Occult fiction,1991
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,Juvenile Fiction,1938
Baby's Animal Friends,Phoebe Dunn,Juvenile Fiction,1988
Winston S. Churchill,Randolph Spencer Churchill;Martin Gilbert,Biography & Autobiography,1966
The Languages of Tolkien's Middle-earth,Ruth S. Noel,Fiction,1980
